Record ID,Title,Author,Record Type,Subtype,Editor,Year of publication,Edition Details,Description,Subjects,CategoryNumbers,Language,Place Publisher,Physical Details,Series,ISBN,Pages Free Text,Record Action,Record Nature,FullyEntered,Proofed,SPW checked,Published Print,Published RLG,Link to Record,Journal Link,Journal Volume,Journal Issue,Advisor,School,Includes Series Article,Extent,Linked Data,Attributes,Related Authorities,Related Citations,Abstract,Staff Notes,Record History,Dataset,Complete Citation,Stub Record Status,Created Date,Modified Date,Creator,Modifier
CBB817023809,"Review of ""Heavenly Numbers: Astronomy and Authority in Early Imperial China""","ACR_ID ACR810792809 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Joseph W. Dauben || AuthorityID CBA000023541 || AuthorityStatus Active || AuthorityType Person || AuthorityName Dauben, Joseph Warren",Review,,,2020,,,,,English,,,,,247-251 (From 247 // To 251),,Active (RecordStatusExplanation Inactive by default),TRK118649140: 2021-02-18 04:00:01.230141+00:00,TRK214748437: 2021-02-18 04:00:23.025846+00:00,TRK479292097: 2021-12-16 21:56:14.529345+00:00,TRK815553871: 2021-12-16 22:11:18.426011+00:00,,CBB761549004,AuthorityName British Journal for the History of Mathematics || AuthorityID CBA725764209 || AuthorityType Serial Publication || Abbreviation Brit. J. Hist. Math. || ISSN 2637-5451,35 (From  // To ),3 (From  // To ),,,, (Note ),Type DOI || URN 10.1080/26375451.2020.1780837 // Type URI || URN https://doi.org/10.1080/26375451.2020.1780837,"Type PublicationDate || Value [2020, 9, 1] || FreeFormValue 2020","ACR_ID ACR810792809 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Joseph W. Dauben || AuthorityID CBA000023541 || AuthorityStatus Active || AuthorityType Person || AuthorityName Dauben, Joseph Warren // ACR_ID ACR150016056 || ACRStatus Active || ACRType Periodical || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation British Journal for the History of Mathematics || AuthorityID CBA725764209 || AuthorityStatus Active || AuthorityType Serial Publication || AuthorityName British Journal for the History of Mathematics",CCR_ID CCR523979453 || CCRStatus  Active || CCRType  Is Reviewed By || CitationID  CBB761549004 || CitationStatus  Active || CitationType  Book || CitationTitle  Heavenly Numbers: Astronomy and Authority in Early Imperial China,,,"On 2021-12-16 at 10:12PM, StephenPWeldon wrote: Printed in 2021.

On 2021-12-16 at 09:57PM, StephenPWeldon wrote: 

Created from Zotero accession 2606, performed at 2021-02-18 02:37:13.941046+00:00 by paulkelleyvieth. Subsequently ingested by paulkelleyvieth.","Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)",,,2021-02-18 02:40:18.466050+00:00,2021-12-16 22:12:20.463325+00:00,Paul Vieth (paulkelleyvieth),Stephen Weldon (StephenPWeldon)
CBB127075410,"Review of ""News from Mars: Mass Media and the Forging of a New Astronomy, 1860-1910""","ACR_ID ACR104907496 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Hsiang-Fu Huang || AuthorityID CBA000047670 || AuthorityStatus Active || AuthorityType Person || AuthorityName Hsiang-Fu, Huang",Review,,,2020,,,,,English,,,,,685-686 (From 685 // To 686),,Active (RecordStatusExplanation ),TRK992139997: 2021-04-16 19:28:09.157658+00:00,TRK918174426: 2021-04-16 19:28:39.438433+00:00,TRK595472296: 2021-12-16 21:56:27.947510+00:00,TRK492523440: 2021-12-16 22:11:23.389612+00:00,,CBB549536322 // CBB549536322,AuthorityName Isis: International Review Devoted to the History of Science and Its Cultural Influences || AuthorityID CBA000122847 || AuthorityType Serial Publication || Abbreviation Isis || ISSN 0021-1753,111 (From  // To ),3 (From  // To ),,,, (Note ),Type URI || URN https://www.journals.uchicago.edu/doi/10.1086/710720 // Type DOI || URN 10.1086/710720,"Type PublicationDate || Value [2020, 9, 1] || FreeFormValue 2020","ACR_ID ACR104907496 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Hsiang-Fu Huang || AuthorityID CBA000047670 || AuthorityStatus Active || AuthorityType Person || AuthorityName Hsiang-Fu, Huang // ACR_ID ACR109706465 || ACRStatus Active || ACRType Periodical || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Isis || AuthorityID CBA000122847 || AuthorityStatus Active || AuthorityType Serial Publication || AuthorityName Isis: International Review Devoted to the History of Science and Its Cultural Influences","CCR_ID CCR785895452 || CCRStatus  Active || CCRType  Is Reviewed By || CitationID  CBB549536322 || CitationStatus  Active || CitationType  Book || CitationTitle  News from Mars: Mass Media and the Forging of a New Astronomy, 1860-1910 // CCR_ID CCR784943650 || CCRStatus  Active || CCRType  Is Reviewed By || CitationID  CBB549536322 || CitationStatus  Active || CitationType  Book || CitationTitle  News from Mars: Mass Media and the Forging of a New Astronomy, 1860-1910",,,"On 2021-12-16 at 10:12PM, StephenPWeldon wrote: Printed in 2021.

On 2021-12-16 at 09:57PM, StephenPWeldon wrote: 

Created from Zotero accession 2713, performed at 2021-04-16 19:19:39.692256+00:00 by bart7924. Subsequently ingested by bart7924.","Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)",,,2021-04-16 19:25:59.665068+00:00,2021-12-16 22:12:20.463325+00:00,Kraig Bartel (bart7924),Stephen Weldon (StephenPWeldon)
CBB482377800,"Review of ""Joe Pawsey and the Founding of Australian Radio Astronomy: Early Discoveries, from the Sun to the Cosmos""","ACR_ID ACR619536013 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Peter Robertson || AuthorityID CBA000085908 || AuthorityStatus Active || AuthorityType Person || AuthorityName Robertson, Peter",Review,,,2023,,,,,English,,,,,758-759 (From 758 // To 759),,Active (RecordStatusExplanation Inactive by default),TRK750364996: 2024-03-09 18:53:36.289763+00:00,TRK398890180: 2024-03-09 18:53:53.438463+00:00,TRK298522539: 2025-02-11 17:02:09.635152+00:00,TRK594861645: 2025-02-11 17:03:47.683675+00:00,TRK592501077: 2025-02-11 17:05:50.470751+00:00,CBB370732113,AuthorityName Journal of Astronomical History and Heritage || AuthorityID CBA000123002 || AuthorityType Serial Publication || Abbreviation J. Astron. Hist. Herit. || ISSN 1440-2807,26 (From  // To ),3 (From  // To ),,,, (Note ),Type URI || URN https://engine.scichina.com/doi/10.3724/SP.J.1440-2807.2023.09.73 // Type DOI || URN 10.3724/SP.J.1440-2807.2023.09.73,"Type PublicationDate || Value [2023, 9, 1] || FreeFormValue 2023","ACR_ID ACR619536013 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Peter Robertson || AuthorityID CBA000085908 || AuthorityStatus Active || AuthorityType Person || AuthorityName Robertson, Peter // ACR_ID ACR515900595 || ACRStatus Active || ACRType Periodical || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Journal of Astronomical History and Heritage || AuthorityID CBA000123002 || AuthorityStatus Active || AuthorityType Serial Publication || AuthorityName Journal of Astronomical History and Heritage","CCR_ID CCR941984689 || CCRStatus  Active || CCRType  Is Reviewed By || CitationID  CBB370732113 || CitationStatus  Active || CitationType  Book || CitationTitle  Joe Pawsey and the Founding of Australian Radio Astronomy: Early Discoveries, from the Sun to the Cosmos",,,"Created from Zotero accession 5344, performed at 2024-03-09 18:51:51.030764+00:00 by rmarc. Subsequently ingested by rmarc.","Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)",,,2024-03-09 18:52:30.691216+00:00,2025-02-11 17:05:47.167625+00:00,Rebecca Marcolina (rmarc),  (IsisAdmin-SPW)
CBB740994014,References to 'Parallel Phenomenon’ in Indian Astronomy and Inscriptions,"ACR_ID ACR864966874 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation K. Rupa || AuthorityID CBA000088261 || AuthorityStatus Active || AuthorityType Person || AuthorityName Rupa, K. // ACR_ID ACR095795629 || ACRStatus Active || ACRType Author || ACRDisplayOrder 2.0 || ACRNameForDisplayInCitation S.K. Uma || AuthorityID CBA000104245 || AuthorityStatus Active || AuthorityType Person || AuthorityName Uma, S. K. // ACR_ID ACR172733808 || ACRStatus Active || ACRType Author || ACRDisplayOrder 3.0 || ACRNameForDisplayInCitation Padmaja Venugopal || AuthorityID CBA000105406 || AuthorityStatus Active || AuthorityType Person || AuthorityName Venugopal, Padmaja // ACR_ID ACR689856252 || ACRStatus Active || ACRType Author || ACRDisplayOrder 4.0 || ACRNameForDisplayInCitation S. Balachandra Rao || AuthorityID CBA000083308 || AuthorityStatus Active || AuthorityType Person || AuthorityName Rao, S. Balachandraq",Article,,,2023,,,ACR_ID ACR703571785 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117068 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Observation // ACR_ID ACR459506193 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113986 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName Medieval // ACR_ID ACR722863941 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116644 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Earth (planet) // ACR_ID ACR567568779 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113996 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Moon // ACR_ID ACR875166730 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114118 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Sun // ACR_ID ACR497931189 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113778 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Celestial mechanics // ACR_ID ACR245002893 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000118330 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Marginalia // ACR_ID ACR722512262 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114357 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Astronomy // ACR_ID ACR670778341 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113915 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName India,,English,,,,,400-404 (From 400 // To 404),,Active (RecordStatusExplanation Inactive by default),TRK527692624: 2024-03-21 22:54:16.295048+00:00,TRK931424860: 2024-03-21 22:54:16.719959+00:00,TRK061600097: 2025-02-11 17:02:07.773732+00:00,TRK110240235: 2025-02-11 17:04:06.410865+00:00,TRK947928259: 2025-02-11 17:05:54.917235+00:00,,AuthorityName Journal of Astronomical History and Heritage || AuthorityID CBA000123002 || AuthorityType Serial Publication || Abbreviation J. Astron. Hist. Herit. || ISSN 1440-2807,26 (From  // To ),2 (From  // To ),,,CBB570894372, (Note ),Type DOI || URN 10.3724/SP.J.1440-2807.2023.06.34 // Type URI || URN https://engine.scichina.com/doi/10.3724/SP.J.1440-2807.2023.06.34,"Type PublicationDate || Value [2023, 6, 1] || FreeFormValue 2023","ACR_ID ACR703571785 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117068 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Observation // ACR_ID ACR459506193 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113986 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName Medieval // ACR_ID ACR722863941 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116644 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Earth (planet) // ACR_ID ACR567568779 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113996 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Moon // ACR_ID ACR875166730 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114118 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Sun // ACR_ID ACR497931189 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113778 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Celestial mechanics // ACR_ID ACR245002893 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000118330 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Marginalia // ACR_ID ACR722512262 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114357 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Astronomy // ACR_ID ACR670778341 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113915 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName India // ACR_ID ACR864966874 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation K. Rupa || AuthorityID CBA000088261 || AuthorityStatus Active || AuthorityType Person || AuthorityName Rupa, K. // ACR_ID ACR095795629 || ACRStatus Active || ACRType Author || ACRDisplayOrder 2.0 || ACRNameForDisplayInCitation S.K. Uma || AuthorityID CBA000104245 || AuthorityStatus Active || AuthorityType Person || AuthorityName Uma, S. K. // ACR_ID ACR172733808 || ACRStatus Active || ACRType Author || ACRDisplayOrder 3.0 || ACRNameForDisplayInCitation Padmaja Venugopal || AuthorityID CBA000105406 || AuthorityStatus Active || AuthorityType Person || AuthorityName Venugopal, Padmaja // ACR_ID ACR689856252 || ACRStatus Active || ACRType Author || ACRDisplayOrder 4.0 || ACRNameForDisplayInCitation S. Balachandra Rao || AuthorityID CBA000083308 || AuthorityStatus Active || AuthorityType Person || AuthorityName Rao, S. Balachandraq // ACR_ID ACR131262712 || ACRStatus Active || ACRType Periodical || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Journal of Astronomical History and Heritage || AuthorityID CBA000123002 || AuthorityStatus Active || AuthorityType Serial Publication || AuthorityName Journal of Astronomical History and Heritage",CCR_ID CCR737736913 || CCRStatus  Active || CCRType  Includes Series Article || CitationID  CBB570894372 || CitationStatus  Active || CitationType  Article || CitationTitle  Introduction,"In the present paper we discuss briefly an interesting astronomical event called ""Parallel phenomenon"" or ""Parallel aspect"" in astronomical sciences. Besides explaining this phenomenon, we provide interesting historical Indian references recorded in classical astronomical texts and also in some old inscriptions.",,"Created from Zotero accession 5313, performed at 2024-03-02 04:32:44.974739+00:00 by rmarc. Subsequently ingested by rmarc.","Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)",,,2024-03-02 04:36:57.241727+00:00,2025-02-11 17:05:47.167625+00:00,Rebecca Marcolina (rmarc),  (IsisAdmin-SPW)
CBB999560319,The rise of ultraviolet astronomy in France,"ACR_ID ACR280408174 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation James Lequeux || AuthorityID CBA000059775 || AuthorityStatus Active || AuthorityType Person || AuthorityName Lequeux, James",Article,,,2021,,,"ACR_ID ACR625790321 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114134 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Satellites, artificial // ACR_ID ACR318143008 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA423741880 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Ultraviolet astronomy // ACR_ID ACR810542505 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117323 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Rockets; rocketry // ACR_ID ACR502687170 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113712 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 20th century, late // ACR_ID ACR081488381 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114518 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName France","ACR_ID ACR442424726 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000131368 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Astronomy and cosmology -- 20th century, late, and 21st century || ClassificationCode 110-375",English,,,,,83-97 (From 83 // To 97),,Active (RecordStatusExplanation Inactive by default),TRK989390599: 2021-07-29 00:41:23.069389+00:00,TRK142741203: 2021-07-29 00:44:12.443997+00:00,TRK475653488: 2021-12-16 21:56:49.158994+00:00,TRK887975738: 2021-12-16 22:11:44.228163+00:00,,,AuthorityName Journal of Astronomical History and Heritage || AuthorityID CBA000123002 || AuthorityType Serial Publication || Abbreviation J. Astron. Hist. Herit. || ISSN 1440-2807,24 (From  // To ),1 (From  // To ),,,, (Note ),,"Type PublicationDate || Value [2021, 1, 1] || FreeFormValue 2021","ACR_ID ACR442424726 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000131368 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Astronomy and cosmology -- 20th century, late, and 21st century // ACR_ID ACR625790321 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114134 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Satellites, artificial // ACR_ID ACR318143008 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA423741880 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Ultraviolet astronomy // ACR_ID ACR810542505 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117323 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Rockets; rocketry // ACR_ID ACR502687170 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113712 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 20th century, late // ACR_ID ACR081488381 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114518 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName France // ACR_ID ACR280408174 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation James Lequeux || AuthorityID CBA000059775 || AuthorityStatus Active || AuthorityType Person || AuthorityName Lequeux, James // ACR_ID ACR896802026 || ACRStatus Active || ACRType Periodical || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Journal of Astronomical History and Heritage || AuthorityID CBA000123002 || AuthorityStatus Active || AuthorityType Serial Publication || AuthorityName Journal of Astronomical History and Heritage",,"France was one of the few countries able to launch rockets soon after the end of WWII. Some of these rockets were used to observe the Sun and other astronomical targets in the ultraviolet in the early 1960s. This program continued with the placement of French UV cameras and spectrographs in the French satellite
D2B-Aura (1975), in two Soviet satellites and in NASA’s Skylab (1973) and Spacelab (1983 and 1985). In parallel, a stratospheric balloon program was initiated around 1978, which has been considerably more successful than the rocket and satellite programs. We describe these activities and their scientific results, which culminated in an important French participation in the focal instrumentation of the Hubble Space Telescope and
of several NASA and ESA ultraviolet satellites.",,"On 2021-12-16 at 10:12PM, StephenPWeldon wrote: Printed in 2021.

On 2021-12-16 at 09:57PM, StephenPWeldon wrote: 

Created from Zotero accession 2909, performed at 2021-07-27 03:37:58.160371+00:00 by rmarc. Subsequently ingested by rmarc.","Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)",,,2021-07-27 05:11:06.431201+00:00,2021-12-16 22:12:20.463325+00:00,Rebecca Marcolina (rmarc),Stephen Weldon (StephenPWeldon)
CBB634965141,"Review of ""Graeco-Arabic Astronomy for Twelfth-Century Latin Readers: Ptolomeus et multi sapientum (Abraham Ibn Ezra Latinus) — Robert of Chester, Liber canonum, pt. II""","ACR_ID ACR554914402 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Clifford Cunningham || AuthorityID CBA000022567 || AuthorityStatus Active || AuthorityType Person || AuthorityName Cunningham, Clifford J.",Review,,,2023,,,,,English,,,,,953-955 (From 953 // To 955),,Active (RecordStatusExplanation Inactive by default),TRK232534572: 2024-03-09 21:07:46.407708+00:00,TRK229629431: 2024-03-09 21:08:05.210663+00:00,TRK715857666: 2025-02-11 17:02:10.009292+00:00,TRK031360703: 2025-02-11 17:03:47.771564+00:00,TRK488931715: 2025-02-11 17:05:50.509739+00:00,CBB326023289,AuthorityName Journal of Astronomical History and Heritage || AuthorityID CBA000123002 || AuthorityType Serial Publication || Abbreviation J. Astron. Hist. Herit. || ISSN 1440-2807,26 (From  // To ),4 (From  // To ),,,, (Note ),Type DOI || URN 10.3724/sp.j.1440-2807.2023.11.85 // Type URI || URN https://engine.scichina.com/doi/10.3724/sp.j.1440-2807.2023.11.85,"Type PublicationDate || Value [2023, 12, 1] || FreeFormValue 2023","ACR_ID ACR554914402 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Clifford Cunningham || AuthorityID CBA000022567 || AuthorityStatus Active || AuthorityType Person || AuthorityName Cunningham, Clifford J. // ACR_ID ACR564596841 || ACRStatus Active || ACRType Periodical || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation J. Astron. Hist. Herit. || AuthorityID CBA000123002 || AuthorityStatus Active || AuthorityType Serial Publication || AuthorityName Journal of Astronomical History and Heritage","CCR_ID CCR594497555 || CCRStatus  Active || CCRType  Is Reviewed By || CitationID  CBB326023289 || CitationStatus  Active || CitationType  Book || CitationTitle  Graeco-Arabic Astronomy for Twelfth-Century Latin Readers: Ptolomeus et multi sapientum (Abraham Ibn Ezra Latinus) — Robert of Chester, Liber canonum, pt. II",,,"Created from Zotero accession 5366, performed at 2024-03-09 20:31:33.143856+00:00 by rmarc. Subsequently ingested by rmarc.","Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)",,,2024-03-09 20:32:35.120721+00:00,2025-02-11 17:05:47.167625+00:00,Rebecca Marcolina (rmarc),  (IsisAdmin-SPW)
