Record ID,Record Type,Record Nature,Redirect,Name,Description,Classification System,Classification Code,Last Name,First Name,Name Suffix,Name Preferred,Attributes,Linked Data,Related Citations Count,Staff Notes,Record History,Created Date,Modified Date,Creator,Modifier
CBA000000243,Person,Active (RecordStatusExplanation ),,Abū al-Faraj ʿAbd Allāh ibn al-Tayyib,,Proper name,,,,,,AttributeID ATT000202677 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1043]] || AttributeFreeFormValue d. 1043 || AttributeStart 1043 || AttributeEnd  || AttributeDescription ,LinkedData_ID LED755656202 || Status Active || Type DNB || URN http://d-nb.info/gnd/118126601/about/html || ResourceName Deutsche Nationalbibliothek GND Authority file || URL ,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:23.942298+00:00,,  (IsisAdmin-SPW)
CBA224590936,Person,Active (RecordStatusExplanation ),,Abū al-Fidāʾ,AKA Abulfeda,Proper name,,al-Fidāʾ,Abū,,,"AttributeID ATT441639339 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1273], [1331]] || AttributeFreeFormValue 1273-1331 || AttributeStart 1273 || AttributeEnd 1331 || AttributeDescription ",LinkedData_ID LED372119676 || Status Active || Type Wikipedia || URN https://en.wikipedia.org/wiki/Abulfeda || ResourceName Wikipedia || URL ,1,,,2023-02-10 14:32:12.872286+00:00,2023-12-28 00:41:22.351780+00:00,Tom Hoyt (TomHoyt),Tom Hoyt (TomHoyt)
CBA000000244,Person,Active (RecordStatusExplanation ),,Abu al-Salt,,Proper name,,,,,,"AttributeID ATT000215373 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1068], [1134]] || AttributeFreeFormValue 1068-1134 || AttributeStart 1068 || AttributeEnd 1134 || AttributeDescription ",LinkedData_ID LED850732305 || Status Active || Type DNB || URN http://d-nb.info/gnd/119260492/about/html || ResourceName Deutsche Nationalbibliothek GND Authority file || URL ,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:23.984229+00:00,,  (IsisAdmin-SPW)
CBA000000245,Person,Active (RecordStatusExplanation ),,Abū al-Wafā' al-Būzajānī,,Proper name,,,,,,"AttributeID ATT000202770 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[940], [997]] || AttributeFreeFormValue c. 940-997 || AttributeStart 940 || AttributeEnd 997 || AttributeDescription ",LinkedData_ID LED075144427 || Status Active || Type DNB || URN http://d-nb.info/gnd/102419213/about/html || ResourceName Deutsche Nationalbibliothek GND Authority file || URL ,11,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:24.027876+00:00,,  (IsisAdmin-SPW)
CBA000000246,Person,Active (RecordStatusExplanation ),,Abu Bakr al-Qadi,,Proper name,,,,,,AttributeID ATT000215247 || AttributeStatus Active || AttributeType FlourishedDate || AttributeValue [1100] || AttributeFreeFormValue 12th cent. ? || AttributeStart 1100 || AttributeEnd  || AttributeDescription ,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:24.074715+00:00,,  (IsisAdmin-SPW)
CBA000129867,Cross-reference,Active (RecordStatusExplanation ),,Abu Bakr ibn Muhammad ibn al Husayn (al-Hasan) --> al-Karajī,,,,,,,,,,0,From:  Per. names,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:24.122834+00:00,,  (IsisAdmin-SPW)
CBA000000247,Person,Active (RecordStatusExplanation ),,Abubakr Rabi-ibn Ahmad Akhawayni Bukhari,,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:24.267603+00:00,,  (IsisAdmin-SPW)
CBA107395152,Person,Active (RecordStatusExplanation ),,Abu B. Siddiq,,Weldon Classification System (2002-present),,Siddiq,Abu B.,,,,LinkedData_ID LED039341148 || Status Active || Type URL || URN https://www.researchgate.net/profile/Abu-Siddiq || ResourceName ResearchGate || URL ,1,,,2024-03-25 00:40:23.171012+00:00,2024-03-25 00:55:38.748345+00:00,Bruce Seely (bseely),Bruce Seely (bseely)
CBA568916862,Geographic Term,Active (RecordStatusExplanation ),,Abu Dhabi,,Proper name,,,,,,,LinkedData_ID LED304725791 || Status Active || Type VIAF || URN http://viaf.org/viaf/136057444 || ResourceName VIAF || URL ,1,,,2022-10-04 21:00:48.150450+00:00,2023-12-28 02:53:26.915786+00:00,Bruce Seely (bseely),Bruce Seely (bseely)
CBA000000248,Person,Active (RecordStatusExplanation ),,"Abugideiri, Hibba",,Proper name,,,,,,,,3,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:24.325865+00:00,,  (IsisAdmin-SPW)
CBA000000249,Person,Active (RecordStatusExplanation ),,"Abugideiri, Hibba E.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:24.366338+00:00,,  (IsisAdmin-SPW)
CBA000000250,Person,Active (RecordStatusExplanation ),,Abū Hanīfa Ad-Dīnawarī,,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:24.407149+00:00,,  (IsisAdmin-SPW)
CBA000165080,Person,Active (RecordStatusExplanation ),,Abū Ḥātam Asfizārī,,Proper name,,,,,,AttributeID ATT000227920 || AttributeStatus Active || AttributeType FlourishedDate || AttributeValue [1200] || AttributeFreeFormValue ca. 13th century || AttributeStart 1200 || AttributeEnd  || AttributeDescription ,,1,Removed dates from name. These need to be added to Attributes record. {Birth and Death dates: c. 13th century}{Original name data: Abū Ḥātam Asfizārī (c. 13th century)},"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",2016-09-09 12:58:12.337800+00:00,2024-07-22 21:00:24.449122+00:00,,  (IsisAdmin-SPW)
CBA000126331,Concept,Active (RecordStatusExplanation ),,Abu Hureyra,,SHOT Thesaurus Terms,,,,,,,,0,,"Record marked as Inactive by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Technology & Culture Bibliography (Bruce Seely, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:24.487993+00:00,,  (IsisAdmin-SPW)
CBA525717045,Person,Active (RecordStatusExplanation ),,Abū Isḥāq Al-Shīrāzī,,Weldon Classification System (2002-present),,"Fīrūzābādī al-Shīrāzī, Abū Isḥāq Ibrāhīm ibn ʻAlī ibn Yūsuf",,,,"AttributeID ATT176862259 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1003], [1083]] || AttributeFreeFormValue 1003-1083 || AttributeStart 1003 || AttributeEnd 1083 || AttributeDescription ",LinkedData_ID LED611131341 || Status Active || Type VIAF || URN http://viaf.org/viaf/40182099 || ResourceName  || URL ,1,,"This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",2018-08-17 14:09:30.863181+00:00,2024-07-22 21:00:24.644266+00:00,Kraig Bartel (bart7924),  (IsisAdmin-SPW)
CBA000000251,Person,Active (RecordStatusExplanation ),,Abu Ishaq Ibrahim al-Zajjaj,,Proper name,,,,,,AttributeID ATT000202372 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[923]] || AttributeFreeFormValue d. 923 || AttributeStart 923 || AttributeEnd  || AttributeDescription ,LinkedData_ID LED303061125 || Status Active || Type DNB || URN http://d-nb.info/gnd/119181665/about/html || ResourceName Deutsche Nationalbibliothek GND Authority file || URL ,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:24.824485+00:00,,  (IsisAdmin-SPW)
CBA000119697,Cross-reference,Active (RecordStatusExplanation ),,Abū Kamil ---see--- Shūja' ibn Aslam,Term used untill 1999,Whitrow Classification System (1913-1999),,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:24.939292+00:00,,  (IsisAdmin-SPW)
CBA000118698,Cross-reference,Active (RecordStatusExplanation ),,Abū Kāmil ---see--- Shujā' Ibn Aslam,Term used untill 1999,Whitrow Classification System (1913-1999),,,,,,,,3,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:25.364878+00:00,,  (IsisAdmin-SPW)
CBA000129244,Cross-reference,Active (RecordStatusExplanation ),,Abu Kamil -->  Shuja Ibn Aslam,,,,,,,,,,0,* Foreign Entry. Originally starred probably to indicate that there are missing diacritics.  Stars removed for printing.,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:25.532218+00:00,,  (IsisAdmin-SPW)
CBA000000252,Person,Active (RecordStatusExplanation ),,Abū Kāmil Suga ben Aslam al-Misri,,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:25.683102+00:00,,  (IsisAdmin-SPW)
CBA000000253,Person,Active (RecordStatusExplanation ),,"Abulafia, Abraham ben Samuel",,Proper name,,,,,,"AttributeID ATT000215288 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1240], [1292]] || AttributeFreeFormValue 1240-ca. 1292 || AttributeStart 1240 || AttributeEnd 1292 || AttributeDescription ",LinkedData_ID LED660801390 || Status Active || Type DNB || URN http://d-nb.info/gnd/118859110/about/html || ResourceName Deutsche Nationalbibliothek GND Authority file || URL  // LinkedData_ID LED018166912 || Status Active || Type VIAF || URN http://viaf.org/viaf/208486367 || ResourceName VIAF || URL ,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:25.728311+00:00,,  (IsisAdmin-SPW)
CBA000144041,Person,Active (RecordStatusExplanation ),,"Abulafia, D.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:25.772149+00:00,,  (IsisAdmin-SPW)
CBA000000254,Person,Active (RecordStatusExplanation ),,"Abulafia, David",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:25.812382+00:00,,  (IsisAdmin-SPW)
CBA000165202,Person,Active (RecordStatusExplanation ),,Abū-l-Qāsim Aḥmad Ibn al-Ṣaffār,,Proper name,,,,,,,,1,Removed dates from name. These need to be added to Attributes record. {Birth and Death dates: d. 1035 }{Original name data: Abu-l-Qasim Aá ¥mad Ibn al-á1<cent>affar},"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",2016-09-09 12:58:13.476397+00:00,2024-07-22 21:00:25.876808+00:00,,  (IsisAdmin-SPW)
CBA000000255,Person,Active (RecordStatusExplanation ),,"Abu-Lughod, Janet L.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:25.928621+00:00,,  (IsisAdmin-SPW)
CBA000129999,Cross-reference,Active (RecordStatusExplanation ),,"Abu Mansur al-Moturidiĭ Samarqanda --> use Māturīdī, Muḥammad ibn Muḥammad",,,,,,,,,,1,LC,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:26.004889+00:00,,  (IsisAdmin-SPW)
